City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Kavaratti,IN,10.5669,72.642,81.25,80,100,10.4,overcast clouds
455,Phulji,PK,26.8825,67.6807,97.03,34,10,9.13,clear sky
456,Itoman,JP,26.1247,127.6694,82.42,66,20,11.5,few clouds
457,Maniitsoq,GL,65.4167,-52.9,39.79,64,26,4.21,scattered clouds
458,Darab,IR,28.7519,54.5444,87.06,12,77,10.45,broken clouds
459,Codrington,AU,-38.2667,141.9667,51.03,90,92,19.06,overcast clouds
460,Oeiras,BR,-7.0253,-42.1311,101.66,20,5,8.1,clear sky
461,Celestun,MX,20.8667,-90.4,82.74,69,88,8.72,overcast clouds
462,Xacmaz,AZ,41.4635,48.806,60.85,70,94,6.87,overcast clouds
463,Ouegoa,NC,-20.35,164.4333,74.23,88,21,5.79,few clouds
464,Pampas,PE,-12.4,-74.9,57.88,62,66,6.22,broken clouds
465,Lodja,CD,-3.4833,23.4333,76.69,88,84,0.83,moderate rain
466,Gornopravdinsk,RU,60.05,69.9,30.76,94,89,8.32,overcast clouds
467,Freeport,US,40.6576,-73.5832,77.11,62,1,5.01,clear sky
468,Chabahar,IR,25.2919,60.643,82.92,80,99,9.71,overcast clouds
469,Csengele,HU,46.5423,19.8636,71.8,58,77,9.31,broken clouds
470,Ocos,GT,14.5094,-92.1933,90.25,78,41,4.56,scattered clouds
471,Izazi,TZ,-7.2,35.7333,94.44,17,13,9.1,few clouds
472,Wick,GB,58.4333,-3.0833,50.05,81,75,17.27,light rain
473,Khani,GE,41.9563,42.9566,51.37,98,100,2.15,light rain
474,Havelock,US,34.8791,-76.9013,80.94,66,1,5.01,clear sky
475,Grabouw,ZA,-34.1515,19.0151,58.66,67,69,8.39,broken clouds
476,Santa Maria,BR,-29.6842,-53.8069,67.3,83,75,3.44,broken clouds
477,Palana,RU,59.1167,159.9667,40.71,88,100,15.75,light rain
478,Bonthe,SL,7.5264,-12.505,84.42,66,87,8.37,overcast clouds
479,Ambanja,MG,-13.6833,48.45,78.73,63,7,6.15,clear sky
480,Mumford,GH,5.2618,-0.759,80.87,80,72,13.18,broken clouds
481,Jacareacanga,BR,-6.2222,-57.7528,94.37,37,98,4.74,overcast clouds
482,Verkhnyaya Inta,RU,65.9811,60.3094,32.41,84,77,3.65,broken clouds
483,Jesus Carranza,MX,17.4333,-95.0333,78.1,89,28,6.71,scattered clouds
484,Kabanjahe,ID,3.1001,98.4908,66.96,96,49,1.88,scattered clouds
485,Luna,PH,10.9667,123.2333,78.15,89,100,7.49,moderate rain
486,Owerri,NG,5.4833,7.0304,84.83,69,87,5.46,moderate rain
487,Plouzane,FR,48.3833,-4.6167,62.92,70,75,14.97,broken clouds
488,Sakakah,SA,29.9697,40.2064,94.57,19,0,12.5,clear sky
489,Okha,RU,53.5739,142.9478,45.43,81,100,18.79,light rain
490,Praya,CV,14.9215,-23.5087,90.14,51,20,11.5,few clouds
491,Luorong,CN,24.4058,109.6086,79.59,66,0,2.39,light rain
492,Gilleleje,DK,56.122,12.3106,62.4,81,100,1.99,light rain
493,Floro,NO,61.5996,5.0328,57.9,58,40,32.21,scattered clouds
494,Manhattan,US,40.7834,-73.9662,76.62,57,1,4.0,clear sky
495,Pacifica,US,37.6138,-122.4869,71.06,81,20,6.91,few clouds
496,Prata,BR,-19.3072,-48.9242,95.38,28,23,9.84,few clouds
497,Shirgaon,IN,19.7,72.7,82.58,85,100,6.29,overcast clouds
498,Okhotsk,RU,59.3833,143.3,33.51,76,6,19.19,clear sky
499,Campos Do Jordao,BR,-22.7394,-45.5914,77.63,36,7,8.5,clear sky
500,Baykit,RU,61.67,96.37,35.58,91,99,0.92,overcast clouds
501,San Ignacio,BZ,17.1561,-89.0714,80.74,83,40,0.0,scattered clouds
502,San Luis,AR,-33.295,-66.3356,58.78,18,0,6.62,clear sky
503,Kieta,PG,-6.2167,155.6333,79.2,84,29,3.94,scattered clouds
504,Suez,EG,29.9737,32.5263,81.97,46,0,16.87,clear sky
505,Dezhou,CN,37.4486,116.2925,68.58,98,100,5.64,light rain
506,Anadyr,RU,64.75,177.4833,36.1,93,0,0.0,clear sky
507,Nanakuli,US,21.3906,-158.1547,76.1,78,1,4.61,clear sky
508,Riyadh,SA,24.6877,46.7219,96.94,9,100,6.13,overcast clouds
509,Coruripe,BR,-10.1256,-36.1756,83.48,61,9,13.76,clear sky
510,Manono,CD,-7.3,27.4167,85.06,49,100,5.88,overcast clouds
511,Koumac,NC,-20.5667,164.2833,73.83,88,80,12.1,broken clouds
512,Andenes,NO,69.3143,16.1194,53.58,66,0,13.8,clear sky
513,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,94.87,36,100,12.97,overcast clouds
514,Karuzi,BI,-3.125,30.1333,63.16,89,99,2.3,moderate rain
515,Ayr,GB,55.4627,-4.6339,55.49,76,40,17.27,light rain
516,Souris,CA,49.6172,-100.2612,65.73,34,97,8.43,overcast clouds
517,Noumea,NC,-22.2763,166.4572,73.38,89,79,1.5,broken clouds
518,Tautira,PF,-17.7333,-149.15,73.42,75,10,8.25,light rain
519,Cabedelo,BR,-6.9811,-34.8339,86.67,58,20,15.86,few clouds
520,Bardsir,IR,29.9227,56.5743,73.45,22,6,7.92,clear sky
521,Itarema,BR,-2.9248,-39.9167,88.75,55,2,20.29,clear sky
522,Alta Floresta,BR,-9.8756,-56.0861,89.42,48,0,8.05,clear sky
523,Jishou,CN,28.3167,109.7167,75.29,70,0,2.26,clear sky
524,Varberg,SE,57.1056,12.2508,61.25,92,100,27.02,light rain
525,Sungairaya,ID,0.7,108.9,80.29,77,100,1.7,overcast clouds
526,Dauphin,CA,51.1494,-100.0502,51.94,71,1,3.44,haze
527,Northam,GB,51.0333,-4.2167,59.61,78,32,19.46,scattered clouds
528,Kendari,ID,-3.945,122.4989,75.25,92,7,4.0,clear sky
529,Constitucion,CL,-35.3333,-72.4167,56.39,49,0,13.58,clear sky
530,Tanete,ID,-3.9443,119.7848,75.61,92,89,1.83,light rain
531,Pulandian,CN,39.3953,121.9669,73.53,95,100,5.06,light rain
532,Berlevag,NO,70.8578,29.0864,50.0,76,86,33.53,overcast clouds
533,Bollnas,SE,61.3482,16.3946,56.12,98,100,15.01,overcast clouds
534,Mwingi,KE,-0.9344,38.0601,80.73,38,97,11.74,overcast clouds
535,Hibbing,US,47.4272,-92.9377,60.85,94,90,6.91,overcast clouds
536,Castelldefels,ES,41.2779,1.9703,79.54,79,20,8.01,few clouds
537,Springfield,US,37.2153,-93.2982,66.06,92,90,4.0,overcast clouds
538,Kuruman,ZA,-27.4524,23.4325,72.0,10,0,9.13,clear sky
539,San Joaquin,US,37.9333,-121.3011,71.47,66,1,0.0,clear sky
540,Cap Malheureux,MU,-19.9842,57.6142,73.47,71,2,10.0,clear sky
541,Tabou,CI,4.423,-7.3528,80.26,79,100,7.94,light rain
542,Ouesso,CG,1.6136,16.0517,75.54,90,99,3.56,overcast clouds
543,Rodrigues Alves,BR,-7.738,-72.6509,89.8,56,12,3.38,few clouds
544,Mareeba,AU,-17.0,145.4333,68.72,95,70,0.27,broken clouds
545,Kjollefjord,NO,70.9457,27.3465,49.82,66,20,28.77,few clouds
546,Mlonggo,ID,-6.5333,110.7,76.51,69,97,10.2,overcast clouds
547,Gimli,CA,50.6336,-96.9907,53.62,82,87,1.14,overcast clouds
548,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,88,40,9.28,scattered clouds
549,Polson,US,47.6936,-114.1632,50.72,68,5,4.23,clear sky
550,Cotonou,BJ,6.3654,2.4183,87.78,70,40,12.66,thunderstorm
551,Redlands,US,34.0556,-117.1825,81.27,24,14,3.56,few clouds
552,Miranda,CO,3.2499,-76.2281,80.65,66,38,5.26,scattered clouds
553,Baturaja,ID,-4.1333,104.1667,76.91,85,93,1.86,overcast clouds
554,Balad,IQ,34.0164,44.1453,93.13,14,0,12.93,clear sky
555,Feijo,BR,-8.1642,-70.3536,93.97,42,6,4.07,clear sky
556,Fritzlar,DE,51.1333,9.2833,72.05,46,75,21.85,light rain
557,Talcahuano,CL,-36.7167,-73.1167,55.08,54,0,11.5,clear sky
558,Navolato,MX,24.7672,-107.6944,82.13,80,100,3.62,overcast clouds
559,Hudson Bay,CA,52.85,-102.3842,57.29,38,23,7.52,few clouds
560,Necochea,AR,-38.5473,-58.7368,53.04,53,6,25.03,clear sky
561,Antalaha,MG,-14.9003,50.2788,73.74,83,12,8.61,few clouds
562,Kenora,CA,49.8167,-94.4337,53.58,100,90,6.91,mist
563,Honavar,IN,14.2833,74.45,79.95,90,89,1.86,overcast clouds
564,Denpasar,ID,-8.65,115.2167,78.46,83,20,1.14,few clouds
565,Palmer,US,42.1584,-72.3287,72.64,69,90,0.0,overcast clouds
566,Patacamaya,BO,-17.2333,-67.9167,58.46,20,16,3.6,few clouds
567,Tessalit,ML,20.1986,1.0114,100.85,8,58,14.5,broken clouds
568,Alofi,NU,-19.0595,-169.9187,73.29,94,98,11.5,light rain
569,Sandakan,MY,5.8402,118.1179,74.88,100,20,3.44,few clouds
570,Moron,AR,-34.6534,-58.6198,60.03,35,0,5.99,clear sky
571,Grand-Santi,GF,4.25,-54.3833,91.98,44,17,4.61,few clouds
572,Mandiana,GN,10.6333,-8.6833,88.75,51,38,2.55,scattered clouds
573,Sobolevo,RU,54.4299,31.8996,48.97,73,97,6.42,overcast clouds
574,Yatou,CN,37.15,122.3833,73.71,91,100,22.35,moderate rain
575,Sanlucar La Mayor,ES,37.3871,-6.2011,72.64,62,98,5.99,overcast clouds
576,Bilibino,RU,68.0546,166.4372,17.13,98,97,2.51,overcast clouds
577,Nizhnyaya Tavda,RU,57.6731,66.1725,33.17,77,100,8.75,overcast clouds
578,Goure,NE,13.9835,10.2704,98.02,12,0,8.01,clear sky
579,Son La,VN,21.3167,103.9,70.48,96,99,3.15,overcast clouds
580,Sam Chuk,TH,14.7576,100.0899,80.24,82,100,3.29,light rain
581,Wexford,IE,52.3342,-6.4575,60.22,68,71,18.52,broken clouds
582,Altamont,US,42.2068,-121.7372,52.79,73,1,4.61,clear sky
583,Pontianak,ID,-0.0333,109.3333,76.98,94,20,0.0,few clouds
584,Sidi Ali,DZ,36.0998,0.4206,73.67,57,57,15.01,broken clouds
585,Concordia,AR,-31.393,-58.0209,59.07,53,0,21.99,clear sky
586,Zlotoryja,PL,51.1264,15.9198,68.68,53,31,10.65,scattered clouds
587,Lichuan,CN,30.3,108.85,67.6,74,8,9.55,clear sky
588,Tonj,SS,7.2737,28.6822,81.45,74,86,2.89,light rain
589,Bati,ET,11.1833,40.0167,75.29,42,64,4.74,broken clouds
590,Odweyne,SO,9.4092,45.064,82.44,43,79,3.27,broken clouds
591,Kudat,MY,6.8837,116.8477,80.53,83,20,5.75,few clouds
592,Grants,US,35.1473,-107.8514,56.77,55,92,3.06,overcast clouds
593,Ambikapur,IN,23.1167,83.2,75.54,83,69,3.85,light rain
594,Tual,ID,-5.6667,132.75,81.19,66,100,8.7,overcast clouds
595,Kyshtovka,RU,56.555,76.6271,32.22,88,99,5.08,overcast clouds
596,Mormugao,IN,15.4,73.8,81.72,83,69,5.66,broken clouds
597,Rudnichnyy,RU,59.617,52.4703,33.71,82,27,4.85,scattered clouds
598,Ust-Maya,RU,60.4167,134.5333,27.54,93,80,4.41,broken clouds
599,Dir,PK,35.2058,71.8756,64.89,85,1,2.21,clear sky
600,Peniche,PT,39.3558,-9.3811,71.62,62,0,18.72,clear sky
601,Vestmanna,FO,62.1564,-7.1664,49.12,87,75,27.63,light intensity drizzle
602,Capari,MK,41.0561,21.1783,58.66,42,100,2.1,overcast clouds
603,Rapid Valley,US,44.0625,-103.1463,71.38,35,1,0.0,clear sky
604,Tomatlan,MX,19.9333,-105.25,79.74,75,99,2.24,overcast clouds
605,Knysna,ZA,-34.0363,23.0471,59.38,60,13,10.07,few clouds
606,Fairbanks,US,64.8378,-147.7164,34.61,96,90,5.75,light snow
607,Oussouye,SN,12.485,-16.5469,93.38,61,95,8.39,moderate rain
608,Petaluma,US,38.2324,-122.6367,71.38,56,3,1.88,clear sky
609,Saint-Pierre,RE,-21.3393,55.4781,74.88,69,20,6.91,few clouds
610,Princeton,US,25.5384,-80.4089,87.03,68,90,10.36,overcast clouds
611,Sinegorye,RU,62.0788,150.477,25.23,93,100,6.78,light snow
612,Mezhdurechensk,RU,53.6942,88.0603,30.65,96,97,2.86,overcast clouds
613,Baft,IR,29.234,56.6057,69.62,16,5,8.72,clear sky
614,Katobu,ID,-4.9408,122.5276,74.89,90,10,1.99,clear sky
615,Mongagua,BR,-24.0931,-46.6208,89.44,87,95,2.46,overcast clouds
616,Manyana,BW,-23.4,21.7167,78.31,7,0,7.74,clear sky
617,Gazli,UZ,40.1333,63.45,59.43,21,0,11.45,clear sky
618,Tahe,CN,52.3333,124.7333,30.52,79,1,3.06,clear sky
619,Mercedes,AR,-34.6515,-59.4307,59.86,37,0,15.05,clear sky
620,Ciudad Bolivar,VE,8.1222,-63.5497,88.65,53,98,11.25,overcast clouds
621,Butajira,ET,8.1167,38.3667,62.28,85,67,2.33,light rain
622,Carutapera,BR,-1.195,-46.02,89.71,50,64,11.92,broken clouds
623,Joao Pinheiro,BR,-17.7425,-46.1725,93.58,25,15,9.75,few clouds
624,Richards Bay,ZA,-28.783,32.0377,61.12,82,100,9.06,light rain
625,Alaca,TR,40.1683,34.8425,60.08,42,9,7.78,clear sky
626,Alexandria,EG,31.2156,29.9553,75.87,59,0,15.48,clear sky
627,Sakaiminato,JP,35.55,133.2333,66.18,82,20,5.75,few clouds
628,Barabai,ID,-2.5833,115.3833,74.41,97,99,1.66,overcast clouds
629,Los Llanos De Aridane,ES,28.6585,-17.9182,77.13,82,40,14.97,scattered clouds
630,Sisimiut,GL,66.9395,-53.6735,37.26,66,96,5.21,overcast clouds
631,Saint-Augustin,CA,51.226,-58.6502,44.64,80,100,8.3,overcast clouds
632,Deshnok,IN,27.7986,73.3447,90.61,40,0,9.84,clear sky
633,Gijon,ES,43.5357,-5.6615,66.0,53,15,11.99,few clouds
634,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,87.6,70,20,9.22,few clouds
635,Gorin,RU,51.1983,136.6669,35.33,63,41,4.36,scattered clouds
636,Abu Samrah,SY,35.3029,37.1841,75.4,42,0,20.51,clear sky
637,Aswan,EG,24.0934,32.907,92.35,19,4,13.51,clear sky
638,Koutsouras,GR,35.0339,25.9469,73.11,47,5,14.2,clear sky
639,Wajid,SO,3.8093,43.2471,91.54,31,99,11.12,overcast clouds
640,Marjamaa,EE,58.9039,24.4306,58.55,84,68,11.43,broken clouds
641,Harper,LR,4.375,-7.7169,81.09,76,100,8.41,light rain
642,Miraflores,MX,19.2167,-98.8083,61.56,77,38,2.84,scattered clouds
643,Jimma,ET,7.6667,36.8333,63.82,92,89,1.3,moderate rain
644,Husavik,IS,66.0449,-17.3389,46.31,91,100,13.51,overcast clouds
645,San Andres,CO,12.5847,-81.7006,87.82,70,75,11.5,broken clouds
646,La Palma,US,33.8464,-118.0467,83.97,60,20,0.0,few clouds
647,Luanda,AO,-8.8368,13.2343,78.8,69,40,9.22,scattered clouds
648,Shetpe,KZ,44.1667,52.1167,58.69,24,100,10.07,overcast clouds
649,Hopewell,US,37.3043,-77.2872,80.22,75,73,4.41,broken clouds
650,Naples,IT,40.8333,14.25,77.5,70,20,1.01,few clouds
651,New Castle,US,41.0037,-80.347,70.99,89,90,4.61,overcast clouds
652,Mizan Teferi,ET,6.9833,35.5833,64.11,98,85,0.96,light rain
653,Viet Tri,VN,21.3019,105.4308,82.35,81,22,7.05,few clouds
654,Morant Bay,JM,17.8815,-76.4093,87.42,68,8,11.56,clear sky
655,Portel,BR,-1.9356,-50.8211,79.92,79,100,1.88,overcast clouds
656,Mildura,AU,-34.2,142.15,52.07,66,0,5.75,clear sky
657,Ixtapa,MX,20.7,-105.2,82.22,74,20,3.44,few clouds
658,Nuuk,GL,64.1835,-51.7216,39.81,52,1,14.97,clear sky
659,Pentecoste,BR,-3.7928,-39.2703,81.68,34,6,11.41,clear sky
660,Puerto Leguizamo,CO,-0.1934,-74.7819,89.24,52,25,4.68,scattered clouds
661,Ko Samui,TH,9.5357,99.9357,84.51,69,89,7.96,overcast clouds
662,Luziania,BR,-16.2525,-47.9503,89.98,30,26,10.63,scattered clouds
663,Onguday,RU,50.75,86.15,30.97,68,99,3.51,overcast clouds
664,Talavera De La Reina,ES,39.9635,-4.8308,64.62,64,85,9.26,overcast clouds
665,Nampa,US,43.5407,-116.5635,60.35,58,1,5.75,clear sky
666,Likhovskoy,RU,48.1519,40.1792,52.0,39,4,9.26,clear sky
667,Golden Gate,US,26.1879,-81.6951,86.99,69,1,3.0,clear sky
668,Ilheus,BR,-14.7889,-39.0494,84.02,74,40,9.22,scattered clouds
669,Dori,BF,14.0354,-0.0345,102.02,10,3,7.78,clear sky
670,Kharsawan,IN,22.8,85.8333,77.72,86,27,4.05,scattered clouds
671,Villa Del Rosario,CO,7.8339,-72.4742,88.18,51,20,8.05,few clouds
672,Nevesinje,BA,43.2586,18.1133,68.81,43,22,7.2,few clouds
673,San Antonio,US,29.4241,-98.4936,83.1,74,1,3.44,clear sky
674,Yumen,CN,40.2833,97.2,45.61,32,97,13.51,overcast clouds
675,Sunagawa,JP,43.4864,141.9056,64.33,78,98,17.94,overcast clouds
676,Zverinogolovskoye,RU,54.4586,64.8542,33.17,82,95,9.04,overcast clouds
677,Watertown,US,42.3709,-71.1828,69.01,85,90,1.01,overcast clouds
678,Changchun,CN,43.88,125.3228,53.15,62,100,5.14,overcast clouds
679,Chicla,PE,-11.705,-76.2686,54.21,47,80,2.71,broken clouds
680,Hamilton,US,39.1834,-84.5333,72.0,93,90,1.99,mist
681,Mackenzie,CA,55.2999,-123.1698,38.53,54,31,8.41,scattered clouds
682,Sibut,CF,5.718,19.0739,76.24,89,86,3.96,light rain
683,Calama,CL,-22.4667,-68.9333,70.29,5,0,12.66,clear sky
684,Prince Rupert,CA,54.3161,-130.3201,46.09,78,75,9.22,light rain
