City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Lukiv,UA,2021-09-29 03:50:40,51.0521,25.4006,44.19,92,58,9.55
283,North Bend,US,2021-09-29 03:50:41,43.4065,-124.2243,55.31,94,40,0.0
284,Sovetskiy,RU,2021-09-29 03:50:43,61.3614,63.5842,36.3,71,37,3.8
285,Mattru,SL,2021-09-29 03:50:44,7.6244,-11.8332,73.08,96,96,1.28
286,Gwadar,PK,2021-09-29 03:50:45,25.1216,62.3254,87.93,56,78,3.56
287,Richards Bay,ZA,2021-09-29 03:50:45,-28.783,32.0377,67.98,80,83,3.76
288,Ostersund,SE,2021-09-29 03:50:46,63.1792,14.6357,47.61,100,75,12.66
289,Tamandare,BR,2021-09-29 03:46:12,-8.7597,-35.1047,73.94,86,31,6.93
290,Ruston,US,2021-09-29 03:50:47,32.5232,-92.6379,72.5,88,1,3.44
291,Shache,CN,2021-09-29 03:50:47,38.4167,77.2406,77.7,11,0,9.6
292,Arkadak,RU,2021-09-29 03:50:47,51.9326,43.4978,36.64,83,57,6.8
293,Hualmay,PE,2021-09-29 03:50:48,-11.0964,-77.6139,62.08,85,30,6.78
294,West Wendover,US,2021-09-29 03:50:48,40.7391,-114.0733,52.81,28,1,23.02
295,Albanel,CA,2021-09-29 03:50:49,48.8832,-72.4487,47.68,93,99,3.44
296,Burkburnett,US,2021-09-29 03:50:49,34.0979,-98.5706,70.52,90,20,3.0
297,Lazarev,RU,2021-09-29 03:50:49,52.225,141.5131,58.51,88,43,23.31
298,Awbari,LY,2021-09-29 03:50:50,26.5921,12.7805,72.01,22,0,2.98
299,Langsa,ID,2021-09-29 03:50:01,4.4683,97.9683,75.47,97,100,3.13
300,Sioux Lookout,CA,2021-09-29 03:50:51,50.1001,-91.917,64.78,72,1,3.44
301,Noumea,NC,2021-09-29 03:50:51,-22.2763,166.4572,82.38,70,61,18.34
302,Olinda,BR,2021-09-29 03:50:52,-8.0089,-34.8553,76.73,83,75,6.91
303,Mbaiki,CF,2021-09-29 03:50:52,3.8678,17.9892,69.31,99,100,1.28
304,Sola,VU,2021-09-29 03:50:53,-13.8833,167.55,75.87,94,90,0.0
305,Broome,US,2021-09-29 03:50:54,42.2506,-75.833,50.38,77,1,8.05
306,Rio Brilhante,BR,2021-09-29 03:48:38,-21.8019,-54.5464,79.3,40,11,5.64
307,Jaguaruna,BR,2021-09-29 03:50:55,-28.615,-49.0256,63.7,96,100,6.93
308,Atbasar,KZ,2021-09-29 03:50:56,51.8,68.3333,36.43,96,100,13.24
309,Nizwa,OM,2021-09-29 03:46:21,22.9333,57.5333,87.37,39,98,1.34
310,Saint-Francois,FR,2021-09-29 03:50:57,46.4154,3.9054,53.04,96,0,4.61
311,Aklavik,CA,2021-09-29 03:50:57,68.2191,-135.0107,32.83,93,100,20.76
312,Minatitlan,MX,2021-09-29 03:50:58,17.9833,-94.5167,75.88,90,92,3.0
313,Ariquemes,BR,2021-09-29 03:50:58,-9.9133,-63.0408,74.43,81,26,1.92
314,Sandakan,MY,2021-09-29 03:50:59,5.8402,118.1179,85.68,79,40,7.0
315,Katsuura,JP,2021-09-29 03:50:59,35.1333,140.3,77.14,72,69,11.74
316,Kloulklubed,PW,2021-09-29 03:51:00,7.0419,134.2556,84.88,71,94,9.22
317,Tilichiki,RU,2021-09-29 03:51:00,60.4667,166.1,27.77,78,100,16.64
318,Tuy Hoa,VN,2021-09-29 03:51:01,13.0833,109.3,85.5,71,47,9.01
319,Awjilah,LY,2021-09-29 03:51:01,29.1081,21.2869,70.0,63,0,7.02
320,Santiago De Cuba,CU,2021-09-29 03:51:02,20.0247,-75.8219,73.58,90,84,3.09
321,Huejuquilla El Alto,MX,2021-09-29 03:51:02,22.6,-103.8667,59.95,89,4,3.87
322,Upata,VE,2021-09-29 03:51:03,8.0086,-62.3989,70.92,93,88,2.64
323,Miranda,CO,2021-09-29 03:51:03,3.2499,-76.2281,68.13,92,100,3.76
324,Nelson Bay,AU,2021-09-29 03:51:04,-32.7167,152.15,73.09,61,100,1.01
325,Pundaguitan,PH,2021-09-29 03:51:04,6.3711,126.1689,84.99,72,80,10.76
326,Lishu,CN,2021-09-29 03:51:04,43.3047,124.3278,53.15,78,100,12.75
327,Luderitz,NA,2021-09-29 03:51:05,-26.6481,15.1594,52.56,84,0,14.94
328,Mago,RU,2021-09-29 03:51:05,53.2514,140.1822,68.99,50,100,12.17
329,Clyde River,CA,2021-09-29 03:51:05,70.4692,-68.5914,32.09,70,100,7.96
330,Neiafu,TO,2021-09-29 03:51:07,-18.65,-173.9833,81.28,78,40,8.05
331,Lagoa,PT,2021-09-29 03:51:08,39.05,-27.9833,70.97,87,94,16.53
332,General Roca,AR,2021-09-29 03:51:08,-39.0333,-67.5833,57.6,26,93,21.92
333,Yanliang,CN,2021-09-29 03:51:09,34.6592,109.2292,70.79,67,1,1.23
334,Kutum,SD,2021-09-29 03:51:10,14.2,24.6667,74.44,32,65,14.25
335,Los Llanos De Aridane,ES,2021-09-29 03:51:11,28.6585,-17.9182,69.55,73,75,18.41
336,Khatanga,RU,2021-09-29 03:51:11,71.9667,102.5,32.09,57,100,11.36
337,Amahai,ID,2021-09-29 03:51:11,-3.3333,128.9167,83.75,75,32,5.79
338,Erenhot,CN,2021-09-29 03:51:11,43.6475,111.9767,52.56,33,85,2.44
339,Dandong,CN,2021-09-29 03:51:12,40.1292,124.3947,74.86,65,59,6.96
340,Nouadhibou,MR,2021-09-29 03:51:12,20.931,-17.0347,79.61,56,34,16.22
341,Ludvika,SE,2021-09-29 03:51:13,60.1496,15.1878,50.04,97,100,8.37
342,Charlestown,AU,2021-09-29 03:51:13,-32.95,151.6667,72.82,68,100,1.99
343,Jiayuguan,CN,2021-09-29 03:51:14,39.8167,98.3,70.68,14,0,6.58
344,Fortuna,US,2021-09-29 03:47:57,40.5982,-124.1573,56.66,71,1,1.99
345,Muros,ES,2021-09-29 03:51:15,42.7762,-9.0603,60.84,94,100,2.35
346,Dingle,PH,2021-09-29 03:51:15,10.9995,122.6711,86.99,72,84,8.3
347,Waddan,LY,2021-09-29 03:51:16,29.1614,16.139,73.18,33,0,2.77
348,Sabha,LY,2021-09-29 03:51:16,27.0377,14.4283,73.76,23,0,7.45
349,Yermakovskoye,RU,2021-09-29 03:51:16,53.2831,92.4003,44.83,46,47,5.99
350,Korla,CN,2021-09-29 03:51:17,41.7597,86.1469,75.25,16,89,5.28
351,Bismarck,US,2021-09-29 03:51:18,46.8083,-100.7837,78.64,47,1,5.99
352,Shelton,US,2021-09-29 03:51:18,41.3165,-73.0932,65.03,82,1,1.01
353,Pacifica,US,2021-09-29 03:51:19,37.6138,-122.4869,67.21,78,40,1.99
354,Ancud,CL,2021-09-29 03:51:19,-41.8697,-73.8203,42.33,79,100,3.76
355,San Cristobal,VE,2021-09-29 03:51:21,7.7669,-72.225,64.99,95,93,2.24
356,Puro,PH,2021-09-29 03:51:22,12.4841,123.3827,86.2,70,72,6.71
357,Cidreira,BR,2021-09-29 03:51:22,-30.1811,-50.2056,63.16,93,100,2.35
358,Port Macquarie,AU,2021-09-29 03:51:31,-31.4333,152.9167,77.38,59,100,18.66
359,Moyale,KE,2021-09-29 03:51:32,3.5167,39.0584,66.47,75,34,7.52
360,Bambous Virieux,MU,2021-09-29 03:51:32,-20.3428,57.7575,74.21,64,40,13.8
361,Hailar,CN,2021-09-29 03:51:33,49.2,119.7,43.7,43,27,19.91
362,Hami,CN,2021-09-29 03:51:33,42.8,93.45,73.99,17,2,3.0
363,Ouango,CF,2021-09-29 03:51:33,4.3133,22.5552,66.76,99,100,0.38
364,Dwarka,IN,2021-09-29 03:51:34,22.2394,68.9678,83.5,78,100,10.38
365,Adrian,US,2021-09-29 03:51:34,41.8975,-84.0372,57.4,90,1,3.44
366,Hay River,CA,2021-09-29 03:51:34,60.8156,-115.7999,42.78,100,20,1.14
367,Nabire,ID,2021-09-29 03:51:35,-3.3667,135.4833,83.07,81,97,4.29
368,Babu,CN,2021-09-29 03:51:35,24.4167,111.5167,94.14,51,43,3.02
369,Abu Kamal,SY,2021-09-29 03:51:35,34.4506,40.9171,73.96,43,0,7.23
370,Ca Mau,VN,2021-09-29 03:51:36,9.1769,105.15,90.9,55,23,6.08
371,Venice,US,2021-09-29 03:51:36,27.0998,-82.4543,78.15,76,1,3.0
372,Qasigiannguit,GL,2021-09-29 03:51:36,68.8193,-51.1922,12.65,75,74,4.29
373,Te Anau,NZ,2021-09-29 03:51:37,-45.4167,167.7167,47.61,83,83,9.06
374,Luwuk,ID,2021-09-29 03:51:37,-0.9516,122.7875,86.07,70,50,6.71
375,Henties Bay,NA,2021-09-29 03:51:38,-22.116,14.2845,54.86,92,26,10.13
376,Doctor Juan Leon Mallorquin,PY,2021-09-29 03:51:38,-25.4,-55.2667,73.13,77,46,5.79
377,Lannion,FR,2021-09-29 03:51:38,48.75,-3.4167,51.78,82,40,11.5
378,Chimoio,MZ,2021-09-29 03:51:39,-19.1164,33.4833,66.06,82,0,0.83
379,Santona,ES,2021-09-29 03:51:40,43.4439,-3.4576,59.07,81,78,6.11
380,Edson,CA,2021-09-29 03:51:40,53.5835,-116.4356,41.14,70,1,4.61
381,Burnie,AU,2021-09-29 03:51:40,-41.0667,145.9167,57.65,63,100,6.35
382,Belyy Yar,RU,2021-09-29 03:51:41,53.6039,91.3903,40.89,65,0,2.24
383,Taksimo,RU,2021-09-29 03:51:41,56.3444,114.8794,41.38,52,95,4.94
384,Ola,RU,2021-09-29 03:51:42,59.5833,151.2833,38.03,49,89,12.01
385,Cortez,US,2021-09-29 03:51:00,37.3489,-108.5859,55.69,86,75,4.61
386,Mongagua,BR,2021-09-29 03:51:43,-24.0931,-46.6208,83.93,67,47,6.22
387,Shamkhal,RU,2021-09-29 03:51:43,43.0596,47.3373,57.18,67,100,3.98
388,Usinsk,RU,2021-09-29 03:51:43,65.9939,57.5281,38.91,86,100,4.94
389,Berdigestyakh,RU,2021-09-29 03:51:44,62.0989,126.6992,43.39,41,1,10.16
390,Puerto Escondido,MX,2021-09-29 03:48:41,15.85,-97.0667,80.28,83,74,7.63
391,Alugan,PH,2021-09-29 03:51:45,12.2188,125.4808,87.57,65,99,2.84
392,Towada,JP,2021-09-29 03:51:45,40.6127,141.2067,77.22,56,99,7.99
393,Pak Phanang,TH,2021-09-29 03:51:46,8.3511,100.202,90.41,64,56,3.22
394,Camana,PE,2021-09-29 03:51:47,-16.6228,-72.7111,61.29,80,3,4.09
395,Lalibela,ET,2021-09-29 03:51:47,12.0333,39.0333,57.52,46,14,4.9
396,Kimbe,PG,2021-09-29 03:51:48,-5.5502,150.1429,86.32,72,54,3.11
397,Ponta Delgada,PT,2021-09-29 03:51:49,37.7333,-25.6667,73.51,94,20,5.75
398,Darnah,LY,2021-09-29 03:51:50,32.767,22.6367,73.6,84,8,10.96
399,Ulundi,ZA,2021-09-29 03:51:50,-28.3352,31.4162,62.67,87,100,2.59
400,Svirstroy,RU,2021-09-29 03:51:51,60.7999,33.7248,39.02,95,73,2.3
401,Tilzapotla,MX,2021-09-29 03:51:51,18.4833,-99.2667,70.27,94,99,3.02
402,Kimparana,ML,2021-09-29 03:51:52,12.8347,-4.9244,76.66,58,0,6.11
403,Dubovskoye,RU,2021-09-29 03:51:52,47.4092,42.7575,46.51,74,46,9.62
404,Presidencia Roque Saenz Pena,AR,2021-09-29 03:51:52,-26.7852,-60.4388,67.14,88,48,7.74
405,Pasighat,IN,2021-09-29 03:51:53,28.0667,95.3333,86.95,61,14,3.94
406,Nouakchott,MR,2021-09-29 03:50:40,18.0858,-15.9785,78.73,80,2,8.81
407,Tigil,RU,2021-09-29 03:51:53,57.8,158.6667,37.81,82,100,18.86
408,Paravur,IN,2021-09-29 03:51:54,8.7833,76.7,84.22,79,70,6.67
409,Slave Lake,CA,2021-09-29 03:51:54,55.2834,-114.769,48.18,81,90,4.61
410,Dukat,RU,2021-09-29 03:51:55,62.55,155.55,21.9,65,100,19.15
411,Cherskiy,RU,2021-09-29 03:51:55,68.75,161.3,23.72,96,100,11.03
412,Berlevag,NO,2021-09-29 03:51:55,70.8578,29.0864,49.41,71,93,11.99
413,Abu Zabad,SD,2021-09-29 03:51:56,12.35,29.25,77.81,66,86,5.57
414,Celestun,MX,2021-09-29 03:51:56,20.8667,-90.4,81.3,74,14,14.2
415,Sinnamary,GF,2021-09-29 03:51:58,5.3833,-52.95,79.05,83,3,9.06
416,Nantucket,US,2021-09-29 03:51:58,41.2835,-70.0995,65.14,89,94,15.32
417,Annau,TM,2021-09-29 03:51:58,37.8876,58.516,65.7,39,0,9.22
418,Port Hueneme,US,2021-09-29 03:51:59,34.1478,-119.1951,66.38,83,20,3.44
419,Aitape,PG,2021-09-29 03:51:59,-3.1374,142.3475,86.32,67,44,9.46
420,Grand-Santi,GF,2021-09-29 03:51:59,4.25,-54.3833,72.61,91,4,3.13
421,Maridi,SS,2021-09-29 03:52:00,4.9158,29.4742,65.21,99,97,4.29
422,Katobu,ID,2021-09-29 03:52:00,-4.9408,122.5276,90.03,51,30,8.52
423,Cascais,PT,2021-09-29 03:52:00,38.6979,-9.4215,62.47,70,6,14.0
424,Bairiki,KI,2021-09-29 03:52:01,1.3292,172.9752,87.8,62,20,20.71
425,Wynyard,AU,2021-09-29 03:52:01,-41.0,145.7167,57.69,60,100,7.31
426,Faya,SA,2021-09-29 03:52:01,18.3851,42.4509,64.92,35,59,2.48
427,Kudahuvadhoo,MV,2021-09-29 03:52:02,2.6708,72.8944,82.6,74,80,10.92
428,Nakamura,JP,2021-09-29 03:52:02,32.9833,132.9333,78.51,76,68,9.04
429,Byron Bay,AU,2021-09-29 03:52:02,-28.65,153.6167,72.05,61,100,13.8
430,Caruray,PH,2021-09-29 03:52:03,10.3094,119.0128,83.79,79,36,4.56
431,Husavik,IS,2021-09-29 03:52:03,66.0449,-17.3389,35.51,70,86,14.14
432,Kenai,US,2021-09-29 03:52:04,60.5544,-151.2583,46.49,50,1,4.61
433,Tuatapere,NZ,2021-09-29 03:52:04,-46.1333,167.6833,48.81,87,69,15.17
434,Christchurch,NZ,2021-09-29 03:52:05,-43.5333,172.6333,66.4,40,11,19.57
435,Seymchan,RU,2021-09-29 03:52:05,62.8833,152.4333,32.22,38,100,9.69
436,Coihaique,CL,2021-09-29 03:52:06,-45.5752,-72.0662,39.15,87,0,4.61
437,Kasongo-Lunda,CD,2021-09-29 03:52:07,-6.4667,16.8167,70.34,93,67,1.01
438,Krasnoselkup,RU,2021-09-29 03:52:07,65.7,82.4667,36.77,63,55,3.47
439,Bathsheba,BB,2021-09-29 03:52:07,13.2167,-59.5167,79.41,89,40,5.75
440,Palmer,US,2021-09-29 03:52:08,42.1584,-72.3287,57.69,93,75,6.91
441,Salalah,OM,2021-09-29 03:52:08,17.0151,54.0924,83.05,68,67,1.59
442,Vila Praia De Ancora,PT,2021-09-29 03:52:08,41.811,-8.8526,60.12,84,100,6.55
443,Falavarjan,IR,2021-09-29 03:52:09,32.5553,51.5097,46.08,12,0,3.83
444,Russell,US,2021-09-29 03:52:10,32.3502,-85.1999,70.83,93,1,0.0
445,Fort Frances,CA,2021-09-29 03:52:10,48.5999,-93.4003,65.16,72,1,4.61
446,Yurla,RU,2021-09-29 03:49:54,59.3259,54.3223,33.98,83,42,3.4
447,Boddam,GB,2021-09-29 03:52:11,57.4667,-1.7833,46.11,77,100,11.77
448,Karpogory,RU,2021-09-29 03:52:11,64.0019,44.4451,43.16,95,100,3.33
449,Bogoslovka,RU,2021-09-29 03:52:11,53.2084,44.8013,37.11,57,99,6.17
450,Thunder Bay,CA,2021-09-29 03:52:12,48.4001,-89.3168,55.99,95,1,5.75
451,Chernyshevskiy,RU,2021-09-29 03:52:13,63.0128,112.4714,36.36,58,22,5.59
452,Balkanabat,TM,2021-09-29 03:52:13,39.5108,54.3671,72.03,36,0,2.26
453,Igatpuri,IN,2021-09-29 03:52:14,19.7,73.55,69.39,98,100,12.53
454,Yamada,JP,2021-09-29 03:52:14,39.4667,141.95,70.72,72,83,12.5
455,Broken Hill,AU,2021-09-29 03:52:15,-31.95,141.4333,73.11,38,3,14.97
456,Cockburn Town,TC,2021-09-29 03:52:15,21.4612,-71.1419,83.26,72,2,9.53
457,Wolfeboro,US,2021-09-29 03:52:16,43.584,-71.2073,56.07,86,1,4.61
458,Catuday,PH,2021-09-29 03:52:16,16.2923,119.8062,82.9,74,92,7.47
459,Borovoy,RU,2021-09-29 03:48:34,55.4333,86.0833,40.28,70,0,6.71
460,Vilhena,BR,2021-09-29 03:52:17,-12.7406,-60.1458,70.86,77,41,2.66
461,Ornskoldsvik,SE,2021-09-29 03:50:01,63.2909,18.7153,51.62,100,90,10.36
462,San Quintin,MX,2021-09-29 03:52:18,30.4833,-115.95,67.32,81,20,14.85
463,Lima,PE,2021-09-29 03:51:24,-12.0432,-77.0282,59.4,86,75,8.05
464,Atar,MR,2021-09-29 03:52:20,20.5169,-13.0499,89.83,14,57,10.83
465,Urumqi,CN,2021-09-29 03:52:20,43.801,87.6005,63.55,30,0,11.18
466,Huittinen,FI,2021-09-29 03:52:21,61.1833,22.7,45.72,97,13,5.35
467,Winchendon,US,2021-09-29 03:52:22,42.6862,-72.044,53.38,88,44,1.01
468,Soe,ID,2021-09-29 03:52:23,-9.8607,124.284,89.44,27,7,9.69
469,Mahon,ES,2021-09-29 03:52:23,39.8885,4.2658,68.56,94,0,3.44
470,Estelle,US,2021-09-29 03:52:24,29.8458,-90.1067,75.0,85,75,9.22
471,Trincomalee,LK,2021-09-29 03:52:24,8.5711,81.2335,84.36,70,100,15.68
472,Nuuk,GL,2021-09-29 03:52:24,64.1835,-51.7216,29.88,74,0,5.99
473,Santa Cruz,BO,2021-09-29 03:48:03,-17.8,-63.1667,75.43,57,4,4.61
474,Dhankuta,NP,2021-09-29 03:52:26,26.9833,87.3333,73.81,78,74,5.08
475,Kinablangan,PH,2021-09-29 03:52:26,7.6947,126.5503,85.77,71,100,5.14
476,Udon Thani,TH,2021-09-29 03:52:27,17.3333,102.8333,90.01,62,40,1.14
477,Kulhudhuffushi,MV,2021-09-29 03:52:27,6.6221,73.07,82.08,78,39,12.77
478,Candido Mendes,BR,2021-09-29 03:52:27,-1.4467,-45.7167,74.37,94,24,3.06
479,Najran,SA,2021-09-29 03:52:28,17.4924,44.1277,70.45,32,24,5.28
480,Porosozero,RU,2021-09-29 03:52:28,62.7191,32.727,39.02,97,14,4.09
481,Hailey,US,2021-09-29 03:52:29,43.5196,-114.3153,42.66,42,1,6.91
482,Steamboat Springs,US,2021-09-29 03:52:30,40.485,-106.8317,51.94,90,75,3.44
483,Portland,US,2021-09-29 03:48:00,45.5234,-122.6762,55.6,89,77,1.01
484,Kichera,RU,2021-09-29 03:52:32,55.9375,110.0997,41.38,52,46,3.13
485,Dunedin,NZ,2021-09-29 03:52:32,-45.8742,170.5036,53.42,77,95,13.06
486,Junagarh,IN,2021-09-29 03:52:33,19.8667,82.9333,81.7,80,100,4.07
487,Yar-Sale,RU,2021-09-29 03:52:33,66.8333,70.8333,38.79,76,100,5.93
488,Hovd,MN,2021-09-29 03:52:34,48.0056,91.6419,41.14,41,100,4.14
489,Ouadda,CF,2021-09-29 03:52:34,8.0777,22.4007,67.14,98,98,3.31
490,Klaksvik,FO,2021-09-29 03:52:35,62.2266,-6.589,47.32,83,37,7.54
491,Porto Nacional,BR,2021-09-29 03:52:35,-10.7081,-48.4172,78.8,56,36,2.55
492,Faanui,PF,2021-09-29 03:52:35,-16.4833,-151.75,78.87,76,21,15.9
493,Killybegs,IE,2021-09-29 03:52:36,54.6333,-8.45,50.68,65,91,19.98
494,Rio Cuarto,AR,2021-09-29 03:52:36,-33.1307,-64.3499,47.84,87,0,11.72
495,Imbituba,BR,2021-09-29 03:52:36,-28.24,-48.6703,68.83,95,100,9.13
496,Floro,NO,2021-09-29 03:49:15,61.5996,5.0328,57.16,58,43,14.97
497,Bintulu,MY,2021-09-29 03:52:37,3.1667,113.0333,86.41,74,20,5.99
498,Sulangan,PH,2021-09-29 03:52:38,11.1373,123.7228,84.02,72,79,4.47
499,Tiarei,PF,2021-09-29 03:52:39,-17.5333,-149.3333,80.62,80,44,16.64
500,Hammerfest,NO,2021-09-29 03:52:39,70.6634,23.6821,43.25,87,31,0.0
501,Voh,NC,2021-09-29 03:52:39,-20.9667,164.7,75.42,65,92,8.01
502,Sisimiut,GL,2021-09-29 03:52:40,66.9395,-53.6735,29.12,46,3,7.23
503,Egvekinot,RU,2021-09-29 03:52:40,66.3167,-179.1667,22.21,92,91,3.62
504,Berbera,SO,2021-09-29 03:51:30,10.4396,45.0143,88.56,52,13,6.87
505,Beringovskiy,RU,2021-09-29 03:52:41,63.05,179.3167,32.25,55,95,7.83
506,Sereflikochisar,TR,2021-09-29 03:52:41,38.9393,33.5386,58.44,57,8,6.33
507,Sitka,US,2021-09-29 03:52:42,57.0531,-135.33,51.69,54,90,9.22
508,Asau,RO,2021-09-29 03:52:42,46.4333,26.4,49.75,92,93,2.48
509,Oistins,BB,2021-09-29 03:52:43,13.0667,-59.5333,78.89,89,40,5.75
510,Tshikapa,CD,2021-09-29 03:52:43,-6.4167,20.8,69.46,94,38,1.61
511,Panyutyne,UA,2021-09-29 03:52:43,48.9333,36.2833,43.63,87,36,10.98
512,Karratha,AU,2021-09-29 03:52:44,-20.7377,116.8463,87.69,17,1,8.25
513,West Des Moines,US,2021-09-29 03:52:44,41.572,-93.7453,75.31,73,1,5.99
514,Sorland,NO,2021-09-29 03:52:44,67.667,12.6934,53.67,77,100,11.95
515,Hatillo,PR,2021-09-29 03:52:45,18.4863,-66.8254,79.05,88,3,1.01
516,Leningradskiy,RU,2021-09-29 03:52:45,69.3833,178.4167,25.3,96,100,12.37
517,Beira,MZ,2021-09-29 03:52:46,-19.8436,34.8389,73.49,94,40,5.01
518,Marsh Harbour,BS,2021-09-29 03:52:47,26.5412,-77.0636,80.98,55,36,9.57
519,Marijampole,LT,2021-09-29 03:52:47,54.5667,23.35,44.67,95,51,8.1
520,Fasa,IR,2021-09-29 03:49:18,28.9383,53.6482,60.04,33,0,4.61
521,Makakilo City,US,2021-09-29 03:52:48,21.3469,-158.0858,82.72,59,1,10.36
522,Tuensang,IN,2021-09-29 03:52:48,26.2833,94.8333,84.09,58,48,2.48
523,Brigantine,US,2021-09-29 03:52:48,39.4101,-74.3646,68.05,91,20,6.91
524,Motala,SE,2021-09-29 03:52:48,58.5371,15.0365,53.38,94,100,12.41
525,Saint-Georges,GD,2021-09-29 03:52:49,12.0564,-61.7485,82.08,83,20,4.61
526,Omaruru,NA,2021-09-29 03:52:50,-21.4333,15.9333,56.73,43,0,3.53
527,Sept-Iles,CA,2021-09-29 03:52:50,50.2001,-66.3821,44.06,88,75,4.61
528,Xique-Xique,BR,2021-09-29 03:52:51,-10.8218,-42.7263,77.11,53,27,21.09
529,San Julian,MX,2021-09-29 03:53:13,21.0167,-102.1667,58.19,86,96,6.02
530,Honiara,SB,2021-09-29 03:53:13,-9.4333,159.95,83.44,79,99,6.04
531,La Rioja,ES,2021-09-29 03:53:14,42.25,-2.5,54.48,90,100,2.53
532,Mezen,RU,2021-09-29 03:53:15,65.8522,44.24,44.22,94,99,5.35
533,Pangoa,PE,2021-09-29 03:53:15,-12.1167,-73.0,67.06,95,60,4.03
534,La Romana,DO,2021-09-29 03:53:17,18.4273,-68.9728,80.33,86,0,6.55
535,Olafsvik,IS,2021-09-29 03:53:18,64.8945,-23.7142,41.13,80,100,21.41
536,Kupang,ID,2021-09-29 03:53:18,-10.1667,123.5833,90.18,51,20,8.05
537,Easton,US,2021-09-29 03:53:19,40.6884,-75.2207,61.14,85,90,7.29
538,High Prairie,CA,2021-09-29 03:53:20,55.4334,-116.4858,46.42,55,16,2.37
539,Gorin,RU,2021-09-29 03:53:20,51.1983,136.6669,72.75,50,42,13.31
540,Dawlatabad,AF,2021-09-29 03:53:21,36.4141,64.9053,71.37,25,0,4.14
541,Ahuimanu,US,2021-09-29 03:53:21,21.4447,-157.8378,81.75,68,40,10.36
542,Jackson,US,2021-09-29 03:53:21,42.4165,-122.8345,55.15,76,88,3.0
543,Bonfim,BR,2021-09-29 03:53:22,3.0833,-59.95,77.9,72,22,2.06
544,Batagay-Alyta,RU,2021-09-29 03:53:22,67.8006,130.4114,28.33,71,81,4.38
545,Palembang,ID,2021-09-29 03:53:22,-2.9167,104.7458,86.09,79,40,4.61
546,Concepcion Del Oro,MX,2021-09-29 03:53:23,24.6333,-101.4167,65.52,60,50,3.4
547,Lugovoy,KZ,2021-09-29 03:53:23,42.9472,72.7644,66.06,30,68,1.43
548,Kahului,US,2021-09-29 03:53:24,20.8947,-156.47,82.42,76,40,19.57
549,Teopantlan,MX,2021-09-29 03:53:24,18.7167,-98.2667,64.67,88,63,3.38
550,Vanavara,RU,2021-09-29 03:53:25,60.34,102.2797,41.49,52,42,5.17
551,Pitimbu,BR,2021-09-29 03:53:25,-7.4706,-34.8086,73.99,85,59,10.65
552,Comodoro Rivadavia,AR,2021-09-29 03:51:48,-45.8667,-67.5,51.66,46,0,13.8
553,Walvis Bay,NA,2021-09-29 03:53:26,-22.9575,14.5053,55.09,82,0,3.44
554,Aiquile,BO,2021-09-29 03:53:26,-18.2041,-65.1807,61.27,70,0,3.62
555,Pochutla,MX,2021-09-29 03:53:26,15.7432,-96.4661,75.81,83,77,3.47
556,Aksarka,RU,2021-09-29 03:53:27,66.5606,67.7975,37.67,82,90,3.71
557,Onega,RU,2021-09-29 03:53:27,63.9061,38.1404,44.89,96,92,5.91
558,Voi,KE,2021-09-29 03:53:28,-3.3945,38.563,71.47,76,73,8.99
559,Abha,SA,2021-09-29 03:49:20,18.2164,42.5053,64.65,37,0,0.0
560,Mackenzie,CA,2021-09-29 03:53:29,55.2999,-123.1698,44.82,70,40,6.91
561,Novyy Karachay,RU,2021-09-29 03:53:29,43.8208,41.9032,46.49,89,94,1.79
562,Pangnirtung,CA,2021-09-29 03:53:29,66.1451,-65.7125,35.31,51,100,2.64
563,Port Blair,IN,2021-09-29 03:53:30,11.6667,92.75,84.06,72,92,3.04
564,Pueblo,US,2021-09-29 03:53:30,38.2545,-104.6091,70.38,50,40,11.95
